tip_label,species,status,tip_order
Eriostemon_australasius,Eriostemon_australasius,exisiting species in the megatree,411
Geijera_parviflora,Geijera_parviflora,grafted at genus level,412
Ruta_graveolens,Ruta_graveolens,exisiting species in the megatree,413
Rhus_glabra,Rhus_glabra,exisiting species in the megatree,414
Rhus_typhina,Rhus_typhina,exisiting species in the megatree,415
Rhus_copallinum,Rhus_copallinum,exisiting species in the megatree,416
Pistacia_terebinthus,Pistacia_terebinthus,exisiting species in the megatree,417
Pistacia_lentiscus,Pistacia_lentiscus,exisiting species in the megatree,418
Schinopsis_lorentzii,Schinopsis_lorentzii,grafted at genus level,419
Anacardium_occidentale,Anacardium_occidentale,exisiting species in the megatree,420
Tapirira_guianensis,Tapirira_guianensis,exisiting species in the megatree,421
Sclerocarya_birrea,Sclerocarya_birrea,exisiting species in the megatree,422
Pentaspadon_motleyi,Pentaspadon_motleyi,grafted at genus level,423
Spondias_mombin,Spondias_mombin,exisiting species in the megatree,424
Myracrodruon_urundeuva,Myracrodruon_urundeuva,grafted at family level,425
Bursera_simaruba,Bursera_simaruba,exisiting species in the megatree,426
Pachylobus_edulis,Pachylobus_edulis,grafted at family level,427
Staphylea_pinnata,Staphylea_pinnata,exisiting species in the megatree,428
Eucalyptus_tenuiramis,Eucalyptus_tenuiramis,exisiting species in the megatree,429
Eucalyptus_haemastoma,Eucalyptus_haemastoma,exisiting species in the megatree,430
Eucalyptus_amygdalina,Eucalyptus_amygdalina,exisiting species in the megatree,431
Eucalyptus_acmenoides,Eucalyptus_acmenoides,exisiting species in the megatree,432
Eucalyptus_umbra,Eucalyptus_umbra,exisiting species in the megatree,433
Eucalyptus_crebra,Eucalyptus_crebra,exisiting species in the megatree,434
Eucalyptus_intertexta,Eucalyptus_intertexta,exisiting species in the megatree,435
Eucalyptus_dumosa,Eucalyptus_dumosa,exisiting species in the megatree,436
Eucalyptus_platyphylla,Eucalyptus_platyphylla,exisiting species in the megatree,437
Eucalyptus_miniata,Eucalyptus_miniata,exisiting species in the megatree,438
Eucalyptus_tetrodonta,Eucalyptus_tetrodonta,exisiting species in the megatree,439
Eucalyptus_socialis,Eucalyptus_socialis,grafted at genus level,440
Eucalyptus_rubida,Eucalyptus_rubida,grafted at genus level,441
Eucalyptus_punctata,Eucalyptus_punctata,grafted at genus level,442
Eucalyptus_pauciflora,Eucalyptus_pauciflora,grafted at genus level,443
Eucalyptus_fibrosa,Eucalyptus_fibrosa,grafted at genus level,444
Corymbia_gummifera,Corymbia_gummifera,exisiting species in the megatree,445
Corymbia_citriodora,Corymbia_citriodora,exisiting species in the megatree,446
Corymbia_bleeseri,Corymbia_bleeseri,exisiting species in the megatree,447
Angophora_costata,Angophora_costata,exisiting species in the megatree,448
Corymbia_setosa,Corymbia_setosa,grafted at genus level,449
Corymbia_intermedia,Corymbia_intermedia,grafted at genus level,450
Syncarpia_glomulifera,Syncarpia_glomulifera,exisiting species in the megatree,451
Leptospermum_scoparium,Leptospermum_scoparium,exisiting species in the megatree,452
Psidium_guineense,Psidium_guineense,exisiting species in the megatree,453
Psidium_guajava,Psidium_guajava,exisiting species in the megatree,454
Myrtus_communis,Myrtus_communis,exisiting species in the megatree,455
Syzygium_malaccense,Syzygium_malaccense,exisiting species in the megatree,456
Melaleuca_viridiflora,Melaleuca_viridiflora,exisiting species in the megatree,457
Melaleuca_uncinata,Melaleuca_uncinata,grafted at genus level,458
Melaleuca_pallida,Melaleuca_pallida,grafted at genus level,459
Plinia_cauliflora,Plinia_cauliflora,grafted at family level,460
Miconia_impetiolaris,Miconia_impetiolaris,exisiting species in the megatree,461
Oenothera_macrocarpa,Oenothera_macrocarpa,exisiting species in the megatree,462
Oenothera_perennis,Oenothera_perennis,exisiting species in the megatree,463
Oenothera_rosea,Oenothera_rosea,exisiting species in the megatree,464
Oenothera_glazioviana,Oenothera_glazioviana,exisiting species in the megatree,465
Oenothera_biennis,Oenothera_biennis,exisiting species in the megatree,466
Oenothera_parviflora,Oenothera_parviflora,grafted at genus level,467
Oenothera_oakesiana,Oenothera_oakesiana,grafted at genus level,468
Oenothera_gaura,Oenothera_gaura,grafted at genus level,469
Ludwigia_palustris,Ludwigia_palustris,exisiting species in the megatree,470
Ammannia_coccinea,Ammannia_coccinea,grafted at genus level,471
Geranium_sanguineum,Geranium_sanguineum,exisiting species in the megatree,472
Geranium_sylvaticum,Geranium_sylvaticum,exisiting species in the megatree,473
Geranium_palustre,Geranium_palustre,exisiting species in the megatree,474
Geranium_dissectum,Geranium_dissectum,exisiting species in the megatree,475
Geranium_molle,Geranium_molle,exisiting species in the megatree,476
Geranium_maculatum,Geranium_maculatum,exisiting species in the megatree,477
Geranium_columbinum,Geranium_columbinum,exisiting species in the megatree,478
Geranium_pusillum,Geranium_pusillum,exisiting species in the megatree,479
Geranium_pyrenaicum,Geranium_pyrenaicum,exisiting species in the megatree,480
Geranium_phaeum,Geranium_phaeum,exisiting species in the megatree,481
Vitis_rotundifolia,Vitis_rotundifolia,exisiting species in the megatree,482
Vitis_vinifera,Vitis_vinifera,exisiting species in the megatree,483
Vitis_labrusca,Vitis_labrusca,exisiting species in the megatree,484
Vitis_vulpina,Vitis_vulpina,exisiting species in the megatree,485
Parthenocissus_quinquefolia,Parthenocissus_quinquefolia,exisiting species in the megatree,486
Cissus_quadrangularis,Cissus_quadrangularis,exisiting species in the megatree,487
Cissus_alata,Cissus_alata,exisiting species in the megatree,488
Sedum_album,Sedum_album,exisiting species in the megatree,489
Sedum_dasyphyllum,Sedum_dasyphyllum,exisiting species in the megatree,490
Sedum_hispanicum,Sedum_hispanicum,exisiting species in the megatree,491
Sedum_lanceolatum,Sedum_lanceolatum,exisiting species in the megatree,492
Sedum_sexangulare,Sedum_sexangulare,exisiting species in the megatree,493
Sedum_anglicum,Sedum_anglicum,exisiting species in the megatree,494
Sedum_acre,Sedum_acre,exisiting species in the megatree,495
Sempervivum_montanum,Sempervivum_montanum,exisiting species in the megatree,496
Sempervivum_tectorum,Sempervivum_tectorum,exisiting species in the megatree,497
Sempervivum_globiferum,Sempervivum_globiferum,exisiting species in the megatree,498
Phedimus_stevenianus,Phedimus_stevenianus,grafted at genus level,499
Phedimus_spurius,Phedimus_spurius,grafted at genus level,500
Hylotelephium_telephium,Hylotelephium_telephium,grafted at genus level,501
Umbilicus_rupestris,Umbilicus_rupestris,exisiting species in the megatree,502
Petrosedum_rupestre,Petrosedum_rupestre,grafted at family level,503
Petrosedum_sediforme,Petrosedum_sediforme,grafted at family level,504
Myriophyllum_aquaticum,Myriophyllum_aquaticum,exisiting species in the megatree,505
Tiarella_cordifolia,Tiarella_cordifolia,exisiting species in the megatree,506
Tellima_grandiflora,Tellima_grandiflora,exisiting species in the megatree,507
Micranthes_stellaris,Micranthes_stellaris,grafted at genus level,508
Saxifraga_rotundifolia,Saxifraga_rotundifolia,exisiting species in the megatree,509
Saxifraga_paniculata,Saxifraga_paniculata,exisiting species in the megatree,510
Saxifraga_granulata,Saxifraga_granulata,exisiting species in the megatree,511
Ribes_alpinum,Ribes_alpinum,exisiting species in the megatree,512
Ribes_nigrum,Ribes_nigrum,exisiting species in the megatree,513
Ribes_rubrum,Ribes_rubrum,exisiting species in the megatree,514
Ribes_uva-crispa,Ribes_uva-crispa,exisiting species in the megatree,515
Ribes_aureum,Ribes_aureum,exisiting species in the megatree,516
Liquidambar_styraciflua,Liquidambar_styraciflua,exisiting species in the megatree,517
Hamamelis_virginiana,Hamamelis_virginiana,exisiting species in the megatree,518
Paeonia_officinalis,Paeonia_officinalis,exisiting species in the megatree,519
Symphyotrichum_cordifolium,Symphyotrichum_cordifolium,exisiting species in the megatree,520
Symphyotrichum_pilosum,Symphyotrichum_pilosum,exisiting species in the megatree,521
Symphyotrichum_ericoides,Symphyotrichum_ericoides,exisiting species in the megatree,522
Symphyotrichum_dumosum,Symphyotrichum_dumosum,exisiting species in the megatree,523
Symphyotrichum_novi-belgii,Symphyotrichum_novi-belgii,exisiting species in the megatree,524
Symphyotrichum_laeve,Symphyotrichum_laeve,exisiting species in the megatree,525
Symphyotrichum_novae-angliae,Symphyotrichum_novae-angliae,exisiting species in the megatree,526
Dieteria_canescens,Dieteria_canescens,exisiting species in the megatree,527
Grindelia_squarrosa,Grindelia_squarrosa,exisiting species in the megatree,528
Eurybia_macrophylla,Eurybia_macrophylla,exisiting species in the megatree,529
Heterotheca_villosa,Heterotheca_villosa,exisiting species in the megatree,530
Solidago_nemoralis,Solidago_nemoralis,exisiting species in the megatree,531
Solidago_flexicaulis,Solidago_flexicaulis,exisiting species in the megatree,532
Solidago_virgaurea,Solidago_virgaurea,exisiting species in the megatree,533
Solidago_rugosa,Solidago_rugosa,exisiting species in the megatree,534
Solidago_rigida,Solidago_rigida,exisiting species in the megatree,535
Solidago_canadensis,Solidago_canadensis,exisiting species in the megatree,536
Euthamia_graminifolia,Euthamia_graminifolia,exisiting species in the megatree,537
Erigeron_strigosus,Erigeron_strigosus,exisiting species in the megatree,538
Erigeron_annuus,Erigeron_annuus,exisiting species in the megatree,539
Erigeron_karvinskianus,Erigeron_karvinskianus,exisiting species in the megatree,540
Erigeron_speciosus,Erigeron_speciosus,exisiting species in the megatree,541
Erigeron_canadensis,Erigeron_canadensis,exisiting species in the megatree,542
Erigeron_bonariensis,Erigeron_bonariensis,exisiting species in the megatree,543
Doellingeria_umbellata,Doellingeria_umbellata,exisiting species in the megatree,544
Galatella_sedifolia,Galatella_sedifolia,exisiting species in the megatree,545
Brachyscome_scapigera,Brachyscome_scapigera,exisiting species in the megatree,546
Bellis_perennis,Bellis_perennis,exisiting species in the megatree,547
Anthemis_cotula,Anthemis_cotula,exisiting species in the megatree,548
Anthemis_ruthenica,Anthemis_ruthenica,grafted at genus level,549
Anthemis_arvensis,Anthemis_arvensis,exisiting species in the megatree,550
Tripleurospermum_maritimum,Tripleurospermum_maritimum,exisiting species in the megatree,551
Tanacetum_parthenium,Tanacetum_parthenium,exisiting species in the megatree,552
Tanacetum_bipinnatum,Tanacetum_bipinnatum,grafted at genus level,553
Tanacetum_corymbosum,Tanacetum_corymbosum,grafted at genus level,554
Achillea_erba-rotta,Achillea_erba-rotta,exisiting species in the megatree,555
Achillea_millefolium,Achillea_millefolium,exisiting species in the megatree,556
Achillea_ptarmica,Achillea_ptarmica,exisiting species in the megatree,557
Santolina_chamaecyparissus,Santolina_chamaecyparissus,grafted at genus level,558
Leucanthemum_vulgare,Leucanthemum_vulgare,exisiting species in the megatree,559
Glebionis_segetum,Glebionis_segetum,exisiting species in the megatree,560
Glebionis_coronaria,Glebionis_coronaria,exisiting species in the megatree,561
Artemisia_tridentata,Artemisia_tridentata,exisiting species in the megatree,562
Artemisia_sieversiana,Artemisia_sieversiana,exisiting species in the megatree,563
Cotula_coronopifolia,Cotula_coronopifolia,exisiting species in the megatree,564
Calendula_arvensis,Calendula_arvensis,exisiting species in the megatree,565
Calendula_officinalis,Calendula_officinalis,exisiting species in the megatree,566
Jacobaea_maritima,Jacobaea_maritima,exisiting species in the megatree,567
Jacobaea_aquatica,Jacobaea_aquatica,exisiting species in the megatree,568
Crassocephalum_crepidioides,Crassocephalum_crepidioides,exisiting species in the megatree,569
Senecio_vulgaris,Senecio_vulgaris,exisiting species in the megatree,570
Tephroseris_integrifolia,Tephroseris_integrifolia,exisiting species in the megatree,571
Ambrosia_psilostachya,Ambrosia_psilostachya,exisiting species in the megatree,572
Ambrosia_artemisiifolia,Ambrosia_artemisiifolia,exisiting species in the megatree,573
Ambrosia_trifida,Ambrosia_trifida,exisiting species in the megatree,574
Xanthium_spinosum,Xanthium_spinosum,grafted at genus level,575
Xanthium_strumarium,Xanthium_strumarium,exisiting species in the megatree,576
Helianthus_decapetalus,Helianthus_decapetalus,exisiting species in the megatree,577
Helianthus_tuberosus,Helianthus_tuberosus,exisiting species in the megatree,578
Helianthus_mollis,Helianthus_mollis,exisiting species in the megatree,579
Helianthus_hirsutus,Helianthus_hirsutus,exisiting species in the megatree,580
Helianthus_annuus,Helianthus_annuus,exisiting species in the megatree,581
Helianthella_quinquenervis,Helianthella_quinquenervis,grafted at genus level,582
Wyethia_sagittata,Wyethia_sagittata,grafted at genus level,583
Eupatorium_cannabinum,Eupatorium_cannabinum,exisiting species in the megatree,584
Eupatorium_perfoliatum,Eupatorium_perfoliatum,exisiting species in the megatree,585
Liatris_spicata,Liatris_spicata,exisiting species in the megatree,586
Eutrochium_maculatum,Eutrochium_maculatum,grafted at genus level,587
Brickellia_eupatorioides,Brickellia_eupatorioides,exisiting species in the megatree,588
Ageratina_altissima,Ageratina_altissima,grafted at genus level,589
Helenium_autumnale,Helenium_autumnale,exisiting species in the megatree,590
Galinsoga_quadriradiata,Galinsoga_quadriradiata,exisiting species in the megatree,591
Galinsoga_parviflora,Galinsoga_parviflora,exisiting species in the megatree,592
Coreopsis_tinctoria,Coreopsis_tinctoria,exisiting species in the megatree,593
Bidens_frondosa,Bidens_frondosa,exisiting species in the megatree,594
Cassinia_aculeata,Cassinia_aculeata,exisiting species in the megatree,595
Ozothamnus_rosmarinifolius,Ozothamnus_rosmarinifolius,grafted at genus level,596
Xerochrysum_bracteatum,Xerochrysum_bracteatum,exisiting species in the megatree,597
Craspedia_alba,Craspedia_alba,exisiting species in the megatree,598
Argyrotegium_mackayi,Argyrotegium_mackayi,exisiting species in the megatree,599
Helichrysum_italicum,Helichrysum_italicum,exisiting species in the megatree,600
Gamochaeta_purpurea,Gamochaeta_purpurea,grafted at genus level,601
Antennaria_alpina,Antennaria_alpina,grafted at genus level,602
Pulicaria_dysenterica,Pulicaria_dysenterica,exisiting species in the megatree,603
Buphthalmum_salicifolium,Buphthalmum_salicifolium,exisiting species in the megatree,604
Pentanema_ensifolium,Pentanema_ensifolium,grafted at genus level,605
Hypochaeris_radicata,Hypochaeris_radicata,exisiting species in the megatree,606
Hypochaeris_uniflora,Hypochaeris_uniflora,exisiting species in the megatree,607
Hypochaeris_glabra,Hypochaeris_glabra,exisiting species in the megatree,608
Hedypnois_rhagadioloides,Hedypnois_rhagadioloides,exisiting species in the megatree,609
Urospermum_picroides,Urospermum_picroides,exisiting species in the megatree,610
Taraxacum_campylodes,Taraxacum_campylodes,exisiting species in the megatree,611
Lapsana_communis,Lapsana_communis,exisiting species in the megatree,612
Chondrilla_juncea,Chondrilla_juncea,exisiting species in the megatree,613
Sonchus_asper,Sonchus_asper,exisiting species in the megatree,614
Sonchus_oleraceus,Sonchus_oleraceus,exisiting species in the megatree,615
Sonchus_arvensis,Sonchus_arvensis,exisiting species in the megatree,616
Reichardia_picroides,Reichardia_picroides,exisiting species in the megatree,617
Lactuca_virosa,Lactuca_virosa,exisiting species in the megatree,618
Pilosella_officinarum,Pilosella_officinarum,exisiting species in the megatree,619
Pilosella_aurantiaca,Pilosella_aurantiaca,exisiting species in the megatree,620
Hieracium_maculatum,Hieracium_maculatum,grafted at genus level,621
Cichorium_intybus,Cichorium_intybus,exisiting species in the megatree,622
Tragopogon_porrifolius,Tragopogon_porrifolius,exisiting species in the megatree,623
Catananche_caerulea,Catananche_caerulea,exisiting species in the megatree,624
Centaurea_jacea,Centaurea_jacea,exisiting species in the megatree,625
Centaurea_nigrescens,Centaurea_nigrescens,exisiting species in the megatree,626
Centaurea_scabiosa,Centaurea_scabiosa,exisiting species in the megatree,627
Centaurea_nigra,Centaurea_nigra,exisiting species in the megatree,628
Centaurea_diffusa,Centaurea_diffusa,exisiting species in the megatree,629
Centaurea_benedicta,Centaurea_benedicta,exisiting species in the megatree,630
Centaurea_melitensis,Centaurea_melitensis,exisiting species in the megatree,631
Centaurea_solstitialis,Centaurea_solstitialis,exisiting species in the megatree,632
Carthamus_tinctorius,Carthamus_tinctorius,exisiting species in the megatree,633
Carthamus_lanatus,Carthamus_lanatus,exisiting species in the megatree,634
Serratula_tinctoria,Serratula_tinctoria,grafted at genus level,635
Centaurea_triumfettii,Centaurea_triumfettii,grafted at genus level,636
Centaurea_cyanus,Centaurea_cyanus,grafted at genus level,637
Xeranthemum_annuum,Xeranthemum_annuum,exisiting species in the megatree,638
Xeranthemum_cylindraceum,Xeranthemum_cylindraceum,exisiting species in the megatree,639
Carduus_pycnocephalus,Carduus_pycnocephalus,exisiting species in the megatree,640
Cirsium_rivulare,Cirsium_rivulare,exisiting species in the megatree,641
Echinops_bannaticus,Echinops_bannaticus,exisiting species in the megatree,642
Zinnia_peruviana,Zinnia_peruviana,grafted at family level,643
Verbesina_alternifolia,Verbesina_alternifolia,grafted at family level,644
Silphium_integrifolium,Silphium_integrifolium,grafted at family level,645
Pseudopodospermum_hispanicum,Pseudopodospermum_hispanicum,grafted at family level,646
Rudbeckia_triloba,Rudbeckia_triloba,grafted at family level,647
Rudbeckia_laciniata,Rudbeckia_laciniata,grafted at family level,648
Rudbeckia_hirta,Rudbeckia_hirta,grafted at family level,649
Ratibida_pinnata,Ratibida_pinnata,grafted at family level,650
Kemulariella_caucasica,Kemulariella_caucasica,grafted at family level,651
Cyclachaena_xanthiifolia,Cyclachaena_xanthiifolia,grafted at family level,652
Heliopsis_helianthoides,Heliopsis_helianthoides,grafted at family level,653
Guizotia_abyssinica,Guizotia_abyssinica,grafted at family level,654
Cota_tinctoria,Cota_tinctoria,grafted at family level,655
Cota_austriaca,Cota_austriaca,grafted at family level,656
Conoclinium_coelestinum,Conoclinium_coelestinum,grafted at family level,657
Archanthemis_marschalliana,Archanthemis_marschalliana,grafted at family level,658
Campanula_trachelium,Campanula_trachelium,exisiting species in the megatree,659
Campanula_rapunculoides,Campanula_rapunculoides,exisiting species in the megatree,660
Campanula_latifolia,Campanula_latifolia,exisiting species in the megatree,661
Campanula_erinus,Campanula_erinus,exisiting species in the megatree,662
Campanula_patula,Campanula_patula,exisiting species in the megatree,663
Campanula_rapunculus,Campanula_rapunculus,exisiting species in the megatree,664
Campanula_cochleariifolia,Campanula_cochleariifolia,exisiting species in the megatree,665
Campanula_persicifolia,Campanula_persicifolia,exisiting species in the megatree,666
Phyteuma_scheuchzeri,Phyteuma_scheuchzeri,exisiting species in the megatree,667
Phyteuma_orbiculare,Phyteuma_orbiculare,exisiting species in the megatree,668
Physoplexis_comosa,Physoplexis_comosa,exisiting species in the megatree,669
Jasione_montana,Jasione_montana,exisiting species in the megatree,670
Lobelia_cardinalis,Lobelia_cardinalis,exisiting species in the megatree,671
Lobelia_dortmanna,Lobelia_dortmanna,exisiting species in the megatree,672
Lobelia_inflata,Lobelia_inflata,grafted at genus level,673
Triodanis_perfoliata,Triodanis_perfoliata,grafted at family level,674
Campanulastrum_americanum,Campanulastrum_americanum,grafted at family level,675
Peucedanum_ostruthium,Peucedanum_ostruthium,exisiting species in the megatree,676
Trinia_glauca,Trinia_glauca,grafted at genus level,677
Angelica_archangelica,Angelica_archangelica,exisiting species in the megatree,678
Pastinaca_sativa,Pastinaca_sativa,exisiting species in the megatree,679
Coriandrum_sativum,Coriandrum_sativum,exisiting species in the megatree,680
Silaum_silaus,Silaum_silaus,exisiting species in the megatree,681
Levisticum_officinale,Levisticum_officinale,exisiting species in the megatree,682
Foeniculum_vulgare,Foeniculum_vulgare,exisiting species in the megatree,683
Ammi_majus,Ammi_majus,exisiting species in the megatree,684
Apium_graveolens,Apium_graveolens,exisiting species in the megatree,685
Conium_maculatum,Conium_maculatum,exisiting species in the megatree,686
Pimpinella_saxifraga,Pimpinella_saxifraga,exisiting species in the megatree,687
Aegopodium_podagraria,Aegopodium_podagraria,exisiting species in the megatree,688
Orlaya_grandiflora,Orlaya_grandiflora,exisiting species in the megatree,689
Daucus_carota,Daucus_carota,exisiting species in the megatree,690
Anthriscus_cerefolium,Anthriscus_cerefolium,exisiting species in the megatree,691
Bupleurum_rotundifolium,Bupleurum_rotundifolium,exisiting species in the megatree,692
Eryngium_maritimum,Eryngium_maritimum,exisiting species in the megatree,693
Eryngium_campestre,Eryngium_campestre,exisiting species in the megatree,694
Eryngium_yuccifolium,Eryngium_yuccifolium,exisiting species in the megatree,695
Astrantia_major,Astrantia_major,exisiting species in the megatree,696
Astrantia_minor,Astrantia_minor,grafted at genus level,697
Actinotus_helianthi,Actinotus_helianthi,exisiting species in the megatree,698
Anethum_graveolens,Anethum_graveolens,grafted at family level,699
Schefflera_digitata,Schefflera_digitata,exisiting species in the megatree,700
Hedera_helix,Hedera_helix,exisiting species in the megatree,701
Hydrocotyle_vulgaris,Hydrocotyle_vulgaris,exisiting species in the megatree,702
Pittosporum_tobira,Pittosporum_tobira,exisiting species in the megatree,703
Pittosporum_eugenioides,Pittosporum_eugenioides,exisiting species in the megatree,704
Pittosporum_undulatum,Pittosporum_undulatum,exisiting species in the megatree,705
Pittosporum_tenuifolium,Pittosporum_tenuifolium,exisiting species in the megatree,706
Griselinia_littoralis,Griselinia_littoralis,exisiting species in the megatree,707
Dipsacus_sativus,Dipsacus_sativus,exisiting species in the megatree,708
Dipsacus_fullonum,Dipsacus_fullonum,exisiting species in the megatree,709
Dipsacus_pilosus,Dipsacus_pilosus,exisiting species in the megatree,710
Succisa_pratensis,Succisa_pratensis,exisiting species in the megatree,711
Lomelosia_caucasica,Lomelosia_caucasica,exisiting species in the megatree,712
Lomelosia_graminifolia,Lomelosia_graminifolia,grafted at genus level,713
Scabiosa_atropurpurea,Scabiosa_atropurpurea,exisiting species in the megatree,714
Scabiosa_columbaria,Scabiosa_columbaria,exisiting species in the megatree,715
Valeriana_montana,Valeriana_montana,exisiting species in the megatree,716
Valeriana_locusta,Valeriana_locusta,grafted at genus level,717
Valeriana_wolgensis,Valeriana_wolgensis,grafted at genus level,718
Valeriana_rubra,Valeriana_rubra,grafted at genus level,719
Lonicera_etrusca,Lonicera_etrusca,exisiting species in the megatree,720
Lonicera_caprifolium,Lonicera_caprifolium,exisiting species in the megatree,721
Lonicera_implexa,Lonicera_implexa,exisiting species in the megatree,722
Lonicera_periclymenum,Lonicera_periclymenum,exisiting species in the megatree,723
Lonicera_floribunda,Lonicera_floribunda,exisiting species in the megatree,724
Lonicera_xylosteum,Lonicera_xylosteum,exisiting species in the megatree,725
Lonicera_involucrata,Lonicera_involucrata,exisiting species in the megatree,726
Lonicera_canadensis,Lonicera_canadensis,exisiting species in the megatree,727
Symphoricarpos_albus,Symphoricarpos_albus,exisiting species in the megatree,728
Diervilla_lonicera,Diervilla_lonicera,exisiting species in the megatree,729
Viburnum_acerifolium,Viburnum_acerifolium,exisiting species in the megatree,730
Viburnum_tinus,Viburnum_tinus,exisiting species in the megatree,731
Viburnum_opulus,Viburnum_opulus,exisiting species in the megatree,732
Viburnum_rufidulum,Viburnum_rufidulum,exisiting species in the megatree,733
Viburnum_lantana,Viburnum_lantana,exisiting species in the megatree,734
Sambucus_nigra,Sambucus_nigra,exisiting species in the megatree,735
Sambucus_racemosa,Sambucus_racemosa,exisiting species in the megatree,736
Sambucus_ebulus,Sambucus_ebulus,exisiting species in the megatree,737
Ilex_paraguariensis,Ilex_paraguariensis,exisiting species in the megatree,738
Ilex_glabra,Ilex_glabra,exisiting species in the megatree,739
Ilex_aquifolium,Ilex_aquifolium,exisiting species in the megatree,740
Mentha_aquatica,Mentha_aquatica,exisiting species in the megatree,741
Mentha_arvensis,Mentha_arvensis,exisiting species in the megatree,742
Mentha_pulegium,Mentha_pulegium,exisiting species in the megatree,743
Mentha_spicata,Mentha_spicata,exisiting species in the megatree,744
Mentha_suaveolens,Mentha_suaveolens,exisiting species in the megatree,745
Clinopodium_nepeta,Clinopodium_nepeta,exisiting species in the megatree,746
Clinopodium_vulgare,Clinopodium_vulgare,exisiting species in the megatree,747
Monarda_fistulosa,Monarda_fistulosa,exisiting species in the megatree,748
Monarda_punctata,Monarda_punctata,grafted at genus level,749
Ziziphora_clinopodioides,Ziziphora_clinopodioides,exisiting species in the megatree,750
Satureja_montana,Satureja_montana,exisiting species in the megatree,751
Satureja_hortensis,Satureja_hortensis,exisiting species in the megatree,752
Thymus_serpyllum,Thymus_serpyllum,exisiting species in the megatree,753
Thymus_pulegioides,Thymus_pulegioides,exisiting species in the megatree,754
Thymus_vulgaris,Thymus_vulgaris,exisiting species in the megatree,755
Thymus_praecox,Thymus_praecox,grafted at genus level,756
Thymus_odoratissimus,Thymus_odoratissimus,grafted at genus level,757
Thymus_mastichina,Thymus_mastichina,grafted at genus level,758
Prunella_grandiflora,Prunella_grandiflora,exisiting species in the megatree,759
Agastache_nepetoides,Agastache_nepetoides,grafted at genus level,760
Hyssopus_officinalis,Hyssopus_officinalis,exisiting species in the megatree,761
Glechoma_hederacea,Glechoma_hederacea,exisiting species in the megatree,762
Salvia_verbenaca,Salvia_verbenaca,exisiting species in the megatree,763
Salvia_aethiopis,Salvia_aethiopis,exisiting species in the megatree,764
Salvia_nemorosa,Salvia_nemorosa,exisiting species in the megatree,765
Salvia_lyrata,Salvia_lyrata,exisiting species in the megatree,766
Salvia_officinalis,Salvia_officinalis,exisiting species in the megatree,767
Salvia_pratensis,Salvia_pratensis,grafted at genus level,768
Salvia_verticillata,Salvia_verticillata,grafted at genus level,769
Salvia_rosmarinus,Salvia_rosmarinus,grafted at genus level,770
Lavandula_multifida,Lavandula_multifida,exisiting species in the megatree,771
Lavandula_stoechas,Lavandula_stoechas,exisiting species in the megatree,772
Lavandula_latifolia,Lavandula_latifolia,grafted at genus level,773
Lavandula_angustifolia,Lavandula_angustifolia,exisiting species in the megatree,774
Ocimum_basilicum,Ocimum_basilicum,exisiting species in the megatree,775
Lamium_galeobdolon,Lamium_galeobdolon,exisiting species in the megatree,776
Lamium_purpureum,Lamium_purpureum,exisiting species in the megatree,777
Leonurus_cardiaca,Leonurus_cardiaca,exisiting species in the megatree,778
Phlomis_herba-venti,Phlomis_herba-venti,exisiting species in the megatree,779
Stachys_arvensis,Stachys_arvensis,exisiting species in the megatree,780
Scutellaria_altissima,Scutellaria_altissima,grafted at genus level,781
Scutellaria_lateriflora,Scutellaria_lateriflora,grafted at genus level,782
Ajuga_reptans,Ajuga_reptans,exisiting species in the megatree,783
Ajuga_genevensis,Ajuga_genevensis,grafted at genus level,784
Teucrium_chamaedrys,Teucrium_chamaedrys,exisiting species in the megatree,785
Teucrium_canadense,Teucrium_canadense,exisiting species in the megatree,786
Callicarpa_acuminata,Callicarpa_acuminata,grafted at genus level,787
Betonica_officinalis,Betonica_officinalis,grafted at family level,788
Physostegia_virginiana,Physostegia_virginiana,grafted at family level,789
Erythranthe_moschata,Erythranthe_moschata,grafted at genus level,790
Erythranthe_lutea,Erythranthe_lutea,grafted at genus level,791
Erythranthe_guttata,Erythranthe_guttata,grafted at genus level,792
Rhinanthus_glacialis,Rhinanthus_glacialis,exisiting species in the megatree,793
Euphrasia_nemorosa,Euphrasia_nemorosa,exisiting species in the megatree,794
Handroanthus_impetiginosus,Handroanthus_impetiginosus,exisiting species in the megatree,795
Handroanthus_chrysanthus,Handroanthus_chrysanthus,exisiting species in the megatree,796
Tabebuia_roseoalba,Tabebuia_roseoalba,grafted at genus level,797
Amphilophium_paniculatum,Amphilophium_paniculatum,grafted at genus level,798
Campsis_radicans,Campsis_radicans,exisiting species in the megatree,799
Jacaranda_puberula,Jacaranda_puberula,grafted at genus level,800
Spathodea_campanulata,Spathodea_campanulata,grafted at family level,801
Pinguicula_vulgaris,Pinguicula_vulgaris,exisiting species in the megatree,802
Aphelandra_sinclairiana,Aphelandra_sinclairiana,grafted at genus level,803
Verbena_bracteata,Verbena_bracteata,exisiting species in the megatree,804
Verbena_hastata,Verbena_hastata,exisiting species in the megatree,805
Verbena_stricta,Verbena_stricta,grafted at genus level,806
Phyla_nodiflora,Phyla_nodiflora,exisiting species in the megatree,807
Lantana_camara,Lantana_camara,exisiting species in the megatree,808
Petrea_volubilis,Petrea_volubilis,exisiting species in the megatree,809
