tip_label,species,status,tip_order
Verbascum_densiflorum,Verbascum_densiflorum,grafted at genus level,810
Verbascum_nigrum,Verbascum_nigrum,grafted at genus level,811
Scrophularia_nodosa,Scrophularia_nodosa,exisiting species in the megatree,812
Eremophila_glabra,Eremophila_glabra,grafted at family level,813
Veronica_polita,Veronica_polita,exisiting species in the megatree,814
Veronica_persica,Veronica_persica,exisiting species in the megatree,815
Veronica_prostrata,Veronica_prostrata,exisiting species in the megatree,816
Veronica_austriaca,Veronica_austriaca,exisiting species in the megatree,817
Veronica_arvensis,Veronica_arvensis,exisiting species in the megatree,818
Veronica_hederifolia,Veronica_hederifolia,exisiting species in the megatree,819
Veronica_gentianoides,Veronica_gentianoides,exisiting species in the megatree,820
Veronica_peregrina,Veronica_peregrina,exisiting species in the megatree,821
Veronica_officinalis,Veronica_officinalis,exisiting species in the megatree,822
Veronicastrum_virginicum,Veronicastrum_virginicum,exisiting species in the megatree,823
Plantago_indica,Plantago_indica,exisiting species in the megatree,824
Plantago_ovata,Plantago_ovata,exisiting species in the megatree,825
Digitalis_grandiflora,Digitalis_grandiflora,exisiting species in the megatree,826
Digitalis_lutea,Digitalis_lutea,exisiting species in the megatree,827
Digitalis_purpurea,Digitalis_purpurea,exisiting species in the megatree,828
Digitalis_lanata,Digitalis_lanata,exisiting species in the megatree,829
Globularia_alypum,Globularia_alypum,exisiting species in the megatree,830
Linaria_dalmatica,Linaria_dalmatica,exisiting species in the megatree,831
Linaria_purpurea,Linaria_purpurea,grafted at genus level,832
Linaria_alpina,Linaria_alpina,grafted at genus level,833
Antirrhinum_majus,Antirrhinum_majus,exisiting species in the megatree,834
Misopates_orontium,Misopates_orontium,exisiting species in the megatree,835
Cymbalaria_muralis,Cymbalaria_muralis,exisiting species in the megatree,836
Penstemon_barbatus,Penstemon_barbatus,exisiting species in the megatree,837
Penstemon_virgatus,Penstemon_virgatus,grafted at genus level,838
Bacopa_caroliniana,Bacopa_caroliniana,grafted at genus level,839
Lindernia_dubia,Lindernia_dubia,grafted at family level,840
Aeschynanthus_pulcher,Aeschynanthus_pulcher,grafted at genus level,841
Fraxinus_excelsior,Fraxinus_excelsior,exisiting species in the megatree,842
Fraxinus_angustifolia,Fraxinus_angustifolia,exisiting species in the megatree,843
Fraxinus_ornus,Fraxinus_ornus,exisiting species in the megatree,844
Fraxinus_nigra,Fraxinus_nigra,exisiting species in the megatree,845
Fraxinus_americana,Fraxinus_americana,exisiting species in the megatree,846
Fraxinus_pennsylvanica,Fraxinus_pennsylvanica,exisiting species in the megatree,847
Phillyrea_angustifolia,Phillyrea_angustifolia,exisiting species in the megatree,848
Olea_europaea,Olea_europaea,exisiting species in the megatree,849
Ligustrum_vulgare,Ligustrum_vulgare,exisiting species in the megatree,850
Ligustrum_ovalifolium,Ligustrum_ovalifolium,exisiting species in the megatree,851
Syringa_vulgaris,Syringa_vulgaris,exisiting species in the megatree,852
Chrysojasminum_fruticans,Chrysojasminum_fruticans,grafted at family level,853
Anchusa_azurea,Anchusa_azurea,exisiting species in the megatree,854
Anchusa_officinalis,Anchusa_officinalis,exisiting species in the megatree,855
Borago_officinalis,Borago_officinalis,exisiting species in the megatree,856
Symphytum_officinale,Symphytum_officinale,exisiting species in the megatree,857
Pulmonaria_officinalis,Pulmonaria_officinalis,exisiting species in the megatree,858
Pulmonaria_angustifolia,Pulmonaria_angustifolia,exisiting species in the megatree,859
Echium_vulgare,Echium_vulgare,exisiting species in the megatree,860
Echium_plantagineum,Echium_plantagineum,exisiting species in the megatree,861
Cerinthe_minor,Cerinthe_minor,exisiting species in the megatree,862
Hackelia_deflexa,Hackelia_deflexa,exisiting species in the megatree,863
Cordia_alliodora,Cordia_alliodora,exisiting species in the megatree,864
Cordia_superba,Cordia_superba,exisiting species in the megatree,865
Phacelia_tanacetifolia,Phacelia_tanacetifolia,exisiting species in the megatree,866
Asclepias_syriaca,Asclepias_syriaca,exisiting species in the megatree,867
Asclepias_tuberosa,Asclepias_tuberosa,exisiting species in the megatree,868
Asclepias_incarnata,Asclepias_incarnata,exisiting species in the megatree,869
Vincetoxicum_nigrum,Vincetoxicum_nigrum,exisiting species in the megatree,870
Vincetoxicum_rossicum,Vincetoxicum_rossicum,exisiting species in the megatree,871
Vincetoxicum_hirundinaria,Vincetoxicum_hirundinaria,exisiting species in the megatree,872
Periploca_graeca,Periploca_graeca,exisiting species in the megatree,873
Apocynum_cannabinum,Apocynum_cannabinum,exisiting species in the megatree,874
Apocynum_androsaemifolium,Apocynum_androsaemifolium,exisiting species in the megatree,875
Nerium_oleander,Nerium_oleander,exisiting species in the megatree,876
Carissa_spinarum,Carissa_spinarum,exisiting species in the megatree,877
Carissa_bispinosa,Carissa_bispinosa,exisiting species in the megatree,878
Vinca_major,Vinca_major,exisiting species in the megatree,879
Vinca_minor,Vinca_minor,exisiting species in the megatree,880
Aspidosperma_album,Aspidosperma_album,exisiting species in the megatree,881
Thevetia_ahouai,Thevetia_ahouai,grafted at family level,882
Gentiana_nivalis,Gentiana_nivalis,exisiting species in the megatree,883
Gentiana_acaulis,Gentiana_acaulis,exisiting species in the megatree,884
Gentianella_amarella,Gentianella_amarella,exisiting species in the megatree,885
Genipa_americana,Genipa_americana,exisiting species in the megatree,886
Rosenbergiodendron_formosum,Rosenbergiodendron_formosum,exisiting species in the megatree,887
Coffea_arabica,Coffea_arabica,exisiting species in the megatree,888
Neonauclea_purpurea,Neonauclea_purpurea,grafted at genus level,889
Breonia_chinensis,Breonia_chinensis,exisiting species in the megatree,890
Sherardia_arvensis,Sherardia_arvensis,exisiting species in the megatree,891
Asperula_tinctoria,Asperula_tinctoria,exisiting species in the megatree,892
Diodia_virginiana,Diodia_virginiana,grafted at genus level,893
Faramea_occidentalis,Faramea_occidentalis,exisiting species in the megatree,894
Solanum_americanum,Solanum_americanum,exisiting species in the megatree,895
Solanum_viarum,Solanum_viarum,exisiting species in the megatree,896
Solanum_tuberosum,Solanum_tuberosum,grafted at genus level,897
Physalis_pubescens,Physalis_pubescens,exisiting species in the megatree,898
Datura_stramonium,Datura_stramonium,exisiting species in the megatree,899
Nicandra_physalodes,Nicandra_physalodes,exisiting species in the megatree,900
Atropa_bella-donna,Atropa_bella-donna,grafted at genus level,901
Nicotiana_rustica,Nicotiana_rustica,exisiting species in the megatree,902
Nicotiana_glauca,Nicotiana_glauca,exisiting species in the megatree,903
Calystegia_silvatica,Calystegia_silvatica,exisiting species in the megatree,904
Aucuba_japonica,Aucuba_japonica,exisiting species in the megatree,905
Erica_tetralix,Erica_tetralix,exisiting species in the megatree,906
Erica_multiflora,Erica_multiflora,exisiting species in the megatree,907
Erica_cinerea,Erica_cinerea,exisiting species in the megatree,908
Erica_arborea,Erica_arborea,exisiting species in the megatree,909
Calluna_vulgaris,Calluna_vulgaris,exisiting species in the megatree,910
Rhododendron_ferrugineum,Rhododendron_ferrugineum,exisiting species in the megatree,911
Rhododendron_hirsutum,Rhododendron_hirsutum,exisiting species in the megatree,912
Rhododendron_lapponicum,Rhododendron_lapponicum,exisiting species in the megatree,913
Rhododendron_ponticum,Rhododendron_ponticum,exisiting species in the megatree,914
Kalmia_angustifolia,Kalmia_angustifolia,exisiting species in the megatree,915
Kalmia_latifolia,Kalmia_latifolia,exisiting species in the megatree,916
Vaccinium_uliginosum,Vaccinium_uliginosum,exisiting species in the megatree,917
Vaccinium_corymbosum,Vaccinium_corymbosum,exisiting species in the megatree,918
Vaccinium_myrtilloides,Vaccinium_myrtilloides,grafted at genus level,919
Vaccinium_angustifolium,Vaccinium_angustifolium,grafted at genus level,920
Gaultheria_procumbens,Gaultheria_procumbens,exisiting species in the megatree,921
Lyonia_ligustrina,Lyonia_ligustrina,exisiting species in the megatree,922
Lyonia_mariana,Lyonia_mariana,exisiting species in the megatree,923
Oxydendrum_arboreum,Oxydendrum_arboreum,exisiting species in the megatree,924
Epacris_impressa,Epacris_impressa,grafted at genus level,925
Arbutus_unedo,Arbutus_unedo,exisiting species in the megatree,926
Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi,exisiting species in the megatree,927
Pyrola_elliptica,Pyrola_elliptica,exisiting species in the megatree,928
Sarracenia_flava,Sarracenia_flava,exisiting species in the megatree,929
Sarracenia_purpurea,Sarracenia_purpurea,exisiting species in the megatree,930
Primula_vulgaris,Primula_vulgaris,exisiting species in the megatree,931
Primula_veris,Primula_veris,exisiting species in the megatree,932
Primula_elatior,Primula_elatior,exisiting species in the megatree,933
Primula_auricula,Primula_auricula,exisiting species in the megatree,934
Hottonia_palustris,Hottonia_palustris,exisiting species in the megatree,935
Androsace_villosa,Androsace_villosa,exisiting species in the megatree,936
Lysimachia_nummularia,Lysimachia_nummularia,exisiting species in the megatree,937
Lysimachia_punctata,Lysimachia_punctata,exisiting species in the megatree,938
Lysimachia_ciliata,Lysimachia_ciliata,exisiting species in the megatree,939
Lysimachia_arvensis,Lysimachia_arvensis,grafted at genus level,940
Cyclamen_purpurascens,Cyclamen_purpurascens,exisiting species in the megatree,941
Gustavia_superba,Gustavia_superba,grafted at genus level,942
Lecythis_pisonis,Lecythis_pisonis,exisiting species in the megatree,943
Diospyros_virginiana,Diospyros_virginiana,exisiting species in the megatree,944
Chrysophyllum_cainito,Chrysophyllum_cainito,exisiting species in the megatree,945
Pouteria_campechiana,Pouteria_campechiana,exisiting species in the megatree,946
Pouteria_sapota,Pouteria_sapota,grafted at genus level,947
Mimusops_elengi,Mimusops_elengi,exisiting species in the megatree,948
Phlox_paniculata,Phlox_paniculata,exisiting species in the megatree,949
Phlox_divaricata,Phlox_divaricata,exisiting species in the megatree,950
Ipomopsis_aggregata,Ipomopsis_aggregata,exisiting species in the megatree,951
Fouquieria_splendens,Fouquieria_splendens,exisiting species in the megatree,952
Impatiens_glandulifera,Impatiens_glandulifera,exisiting species in the megatree,953
Impatiens_balfourii,Impatiens_balfourii,grafted at genus level,954
Cornus_rugosa,Cornus_rugosa,exisiting species in the megatree,955
Cornus_racemosa,Cornus_racemosa,exisiting species in the megatree,956
Cornus_sericea,Cornus_sericea,exisiting species in the megatree,957
Cornus_sanguinea,Cornus_sanguinea,exisiting species in the megatree,958
Cornus_alternifolia,Cornus_alternifolia,exisiting species in the megatree,959
Cornus_mas,Cornus_mas,exisiting species in the megatree,960
Cornus_florida,Cornus_florida,exisiting species in the megatree,961
Cornus_drummondii,Cornus_drummondii,grafted at genus level,962
Nyssa_sylvatica,Nyssa_sylvatica,exisiting species in the megatree,963
Deutzia_gracilis,Deutzia_gracilis,exisiting species in the megatree,964
Deutzia_scabra,Deutzia_scabra,exisiting species in the megatree,965
Philadelphus_coronarius,Philadelphus_coronarius,exisiting species in the megatree,966
Hydrangea_arborescens,Hydrangea_arborescens,exisiting species in the megatree,967
Dianthus_gratianopolitanus,Dianthus_gratianopolitanus,exisiting species in the megatree,968
Dianthus_carthusianorum,Dianthus_carthusianorum,exisiting species in the megatree,969
Dianthus_seguieri,Dianthus_seguieri,exisiting species in the megatree,970
Dianthus_collinus,Dianthus_collinus,exisiting species in the megatree,971
Dianthus_armeria,Dianthus_armeria,exisiting species in the megatree,972
Dianthus_deltoides,Dianthus_deltoides,exisiting species in the megatree,973
Dianthus_praecox,Dianthus_praecox,grafted at genus level,974
Petrorhagia_prolifera,Petrorhagia_prolifera,grafted at genus level,975
Saponaria_ocymoides,Saponaria_ocymoides,exisiting species in the megatree,976
Saponaria_officinalis,Saponaria_officinalis,exisiting species in the megatree,977
Gypsophila_repens,Gypsophila_repens,exisiting species in the megatree,978
Silene_nutans,Silene_nutans,exisiting species in the megatree,979
Silene_italica,Silene_italica,exisiting species in the megatree,980
Silene_gallica,Silene_gallica,exisiting species in the megatree,981
Silene_flos-cuculi,Silene_flos-cuculi,exisiting species in the megatree,982
Silene_dioica,Silene_dioica,exisiting species in the megatree,983
Silene_conica,Silene_conica,exisiting species in the megatree,984
Silene_uniflora,Silene_uniflora,exisiting species in the megatree,985
Heliosperma_alpestre,Heliosperma_alpestre,grafted at genus level,986
Silene_coronaria,Silene_coronaria,grafted at genus level,987
Agrostemma_githago,Agrostemma_githago,exisiting species in the megatree,988
Cerastium_fontanum,Cerastium_fontanum,exisiting species in the megatree,989
Cerastium_semidecandrum,Cerastium_semidecandrum,exisiting species in the megatree,990
Eremogone_saxatilis,Eremogone_saxatilis,exisiting species in the megatree,991
Gypsophila_scorzonerifolia,Gypsophila_scorzonerifolia,grafted at genus level,992
Gypsophila_bicolor,Gypsophila_bicolor,grafted at genus level,993
Colobanthus_subulatus,Colobanthus_subulatus,exisiting species in the megatree,994
Atocion_armeria,Atocion_armeria,grafted at family level,995
Atocion_rupestre,Atocion_rupestre,grafted at family level,996
Viscaria_vulgaris,Viscaria_vulgaris,grafted at family level,997
Amaranthus_retroflexus,Amaranthus_retroflexus,exisiting species in the megatree,998
Amaranthus_powellii,Amaranthus_powellii,exisiting species in the megatree,999
Amaranthus_caudatus,Amaranthus_caudatus,exisiting species in the megatree,1000
Amaranthus_cruentus,Amaranthus_cruentus,exisiting species in the megatree,1001
Amaranthus_hybridus,Amaranthus_hybridus,exisiting species in the megatree,1002
Amaranthus_blitum,Amaranthus_blitum,exisiting species in the megatree,1003
Alternanthera_philoxeroides,Alternanthera_philoxeroides,exisiting species in the megatree,1004
Alternanthera_pungens,Alternanthera_pungens,exisiting species in the megatree,1005
Atriplex_nummularia,Atriplex_nummularia,exisiting species in the megatree,1006
Atriplex_canescens,Atriplex_canescens,exisiting species in the megatree,1007
Atriplex_patula,Atriplex_patula,exisiting species in the megatree,1008
Dysphania_ambrosioides,Dysphania_ambrosioides,exisiting species in the megatree,1009
Beta_vulgaris,Beta_vulgaris,exisiting species in the megatree,1010
Atriplex_micrantha,Atriplex_micrantha,grafted at genus level,1011
Phytolacca_americana,Phytolacca_americana,exisiting species in the megatree,1012
Mirabilis_jalapa,Mirabilis_jalapa,exisiting species in the megatree,1013
Portulaca_grandiflora,Portulaca_grandiflora,exisiting species in the megatree,1014
Simmondsia_chinensis,Simmondsia_chinensis,exisiting species in the megatree,1015
Persicaria_pensylvanica,Persicaria_pensylvanica,exisiting species in the megatree,1016
Persicaria_minor,Persicaria_minor,exisiting species in the megatree,1017
Fallopia_baldschuanica,Fallopia_baldschuanica,exisiting species in the megatree,1018
Muehlenbeckia_axillaris,Muehlenbeckia_axillaris,exisiting species in the megatree,1019
Triplaris_cumingiana,Triplaris_cumingiana,exisiting species in the megatree,1020
Triplaris_americana,Triplaris_americana,exisiting species in the megatree,1021
Rumex_sanguineus,Rumex_sanguineus,grafted at family level,1022
Plumbago_auriculata,Plumbago_auriculata,exisiting species in the megatree,1023
Armeria_maritima,Armeria_maritima,exisiting species in the megatree,1024
Drosera_anglica,Drosera_anglica,exisiting species in the megatree,1025
Drosera_intermedia,Drosera_intermedia,grafted at genus level,1026
Drosera_arcturi,Drosera_arcturi,exisiting species in the megatree,1027
Lipandra_polysperma,Lipandra_polysperma,grafted at family level,1028
Chenopodiastrum_hybridum,Chenopodiastrum_hybridum,grafted at family level,1029
Oxybasis_glauca,Oxybasis_glauca,grafted at family level,1030
Buxus_sempervirens,Buxus_sempervirens,exisiting species in the megatree,1031
Knightia_excelsa,Knightia_excelsa,exisiting species in the megatree,1032
Banksia_marginata,Banksia_marginata,exisiting species in the megatree,1033
Lomatia_silaifolia,Lomatia_silaifolia,exisiting species in the megatree,1034
Clematis_flammula,Clematis_flammula,exisiting species in the megatree,1035
Clematis_recta,Clematis_recta,exisiting species in the megatree,1036
Clematis_viticella,Clematis_viticella,exisiting species in the megatree,1037
Clematis_alpina,Clematis_alpina,exisiting species in the megatree,1038
Clematis_vitalba,Clematis_vitalba,exisiting species in the megatree,1039
Pulsatilla_montana,Pulsatilla_montana,grafted at genus level,1040
Pulsatilla_alpina,Pulsatilla_alpina,grafted at genus level,1041
Hepatica_nobilis,Hepatica_nobilis,exisiting species in the megatree,1042
Anemone_virginiana,Anemone_virginiana,exisiting species in the megatree,1043
Ranunculus_sardous,Ranunculus_sardous,exisiting species in the megatree,1044
Ranunculus_lappaceus,Ranunculus_lappaceus,exisiting species in the megatree,1045
Ranunculus_acris,Ranunculus_acris,exisiting species in the megatree,1046
Ranunculus_arvensis,Ranunculus_arvensis,exisiting species in the megatree,1047
Ranunculus_aconitifolius,Ranunculus_aconitifolius,exisiting species in the megatree,1048
Helleborus_niger,Helleborus_niger,exisiting species in the megatree,1049
Helleborus_foetidus,Helleborus_foetidus,exisiting species in the megatree,1050
Helleborus_viridis,Helleborus_viridis,exisiting species in the megatree,1051
Helleborus_purpurascens,Helleborus_purpurascens,exisiting species in the megatree,1052
Actaea_spicata,Actaea_spicata,exisiting species in the megatree,1053
Trollius_europaeus,Trollius_europaeus,exisiting species in the megatree,1054
Aconitum_napellus,Aconitum_napellus,exisiting species in the megatree,1055
Aconitum_variegatum,Aconitum_variegatum,exisiting species in the megatree,1056
Delphinium_consolida,Delphinium_consolida,grafted at genus level,1057
Nigella_damascena,Nigella_damascena,exisiting species in the megatree,1058
Thalictrum_flavum,Thalictrum_flavum,exisiting species in the megatree,1059
Thalictrum_lucidum,Thalictrum_lucidum,exisiting species in the megatree,1060
Thalictrum_minus,Thalictrum_minus,exisiting species in the megatree,1061
Thalictrum_aquilegiifolium,Thalictrum_aquilegiifolium,exisiting species in the megatree,1062
Aquilegia_vulgaris,Aquilegia_vulgaris,exisiting species in the megatree,1063
Aquilegia_atrata,Aquilegia_atrata,exisiting species in the megatree,1064
Aquilegia_einseleana,Aquilegia_einseleana,exisiting species in the megatree,1065
Berberis_aquifolium,Berberis_aquifolium,exisiting species in the megatree,1066
Berberis_repens,Berberis_repens,exisiting species in the megatree,1067
Berberis_vulgaris,Berberis_vulgaris,exisiting species in the megatree,1068
Menispermum_canadense,Menispermum_canadense,exisiting species in the megatree,1069
Cissampelos_pareira,Cissampelos_pareira,exisiting species in the megatree,1070
Anemonastrum_canadense,Anemonastrum_canadense,grafted at family level,1071
Glaucium_corniculatum,Glaucium_corniculatum,grafted at genus level,1072
Glaucium_flavum,Glaucium_flavum,exisiting species in the megatree,1073
Sanguinaria_canadensis,Sanguinaria_canadensis,exisiting species in the megatree,1074
Papaver_dubium,Papaver_dubium,exisiting species in the megatree,1075
Papaver_rhoeas,Papaver_rhoeas,exisiting species in the megatree,1076
Papaver_somniferum,Papaver_somniferum,exisiting species in the megatree,1077
Fumaria_officinalis,Fumaria_officinalis,exisiting species in the megatree,1078
Lolium_rigidum,Lolium_rigidum,exisiting species in the megatree,1079
Lolium_multiflorum,Lolium_multiflorum,exisiting species in the megatree,1080
Lolium_temulentum,Lolium_temulentum,exisiting species in the megatree,1081
Lolium_remotum,Lolium_remotum,grafted at genus level,1082
Lolium_perenne,Lolium_perenne,exisiting species in the megatree,1083
Festuca_trachyphylla,Festuca_trachyphylla,exisiting species in the megatree,1084
Festuca_filiformis,Festuca_filiformis,exisiting species in the megatree,1085
Festuca_amethystina,Festuca_amethystina,grafted at genus level,1086
Cynosurus_cristatus,Cynosurus_cristatus,exisiting species in the megatree,1087
Cutandia_maritima,Cutandia_maritima,exisiting species in the megatree,1088
Holcus_mollis,Holcus_mollis,exisiting species in the megatree,1089
Holcus_lanatus,Holcus_lanatus,exisiting species in the megatree,1090
Sesleria_caerulea,Sesleria_caerulea,exisiting species in the megatree,1091
Phleum_pratense,Phleum_pratense,exisiting species in the megatree,1092
Alopecurus_myosuroides,Alopecurus_myosuroides,exisiting species in the megatree,1093
Poa_trivialis,Poa_trivialis,grafted at genus level,1094
Poa_compressa,Poa_compressa,grafted at genus level,1095
Avena_sativa,Avena_sativa,exisiting species in the megatree,1096
Avena_barbata,Avena_barbata,exisiting species in the megatree,1097
Avena_sterilis,Avena_sterilis,exisiting species in the megatree,1098
Avena_fatua,Avena_fatua,exisiting species in the megatree,1099
Arrhenatherum_elatius,Arrhenatherum_elatius,exisiting species in the megatree,1100
Koeleria_glauca,Koeleria_glauca,grafted at genus level,1101
Lagurus_ovatus,Lagurus_ovatus,exisiting species in the megatree,1102
Phalaris_canariensis,Phalaris_canariensis,exisiting species in the megatree,1103
Phalaris_arundinacea,Phalaris_arundinacea,exisiting species in the megatree,1104
Anthoxanthum_odoratum,Anthoxanthum_odoratum,exisiting species in the megatree,1105
Elymus_canadensis,Elymus_canadensis,exisiting species in the megatree,1106
Elymus_elymoides,Elymus_elymoides,exisiting species in the megatree,1107
Elymus_lanceolatus,Elymus_lanceolatus,exisiting species in the megatree,1108
Elymus_smithii,Elymus_smithii,exisiting species in the megatree,1109
Hordeum_vulgare,Hordeum_vulgare,exisiting species in the megatree,1110
Hordeum_secalinum,Hordeum_secalinum,exisiting species in the megatree,1111
Hordeum_distichon,Hordeum_distichon,grafted at genus level,1112
Secale_cereale,Secale_cereale,exisiting species in the megatree,1113
Secale_sylvestre,Secale_sylvestre,exisiting species in the megatree,1114
Aegilops_tauschii,Aegilops_tauschii,exisiting species in the megatree,1115
Aegilops_cylindrica,Aegilops_cylindrica,exisiting species in the megatree,1116
Aegilops_triuncialis,Aegilops_triuncialis,exisiting species in the megatree,1117
Aegilops_neglecta,Aegilops_neglecta,exisiting species in the megatree,1118
Triticum_aestivum,Triticum_aestivum,exisiting species in the megatree,1119
Bromus_carinatus,Bromus_carinatus,exisiting species in the megatree,1120
Bromus_arvensis,Bromus_arvensis,exisiting species in the megatree,1121
Bromus_ciliatus,Bromus_ciliatus,grafted at genus level,1122
Bromus_rigidus,Bromus_rigidus,grafted at genus level,1123
Stipa_pennata,Stipa_pennata,exisiting species in the megatree,1124
Sasa_palmata,Sasa_palmata,exisiting species in the megatree,1125
Sorghum_bicolor,Sorghum_bicolor,exisiting species in the megatree,1126
Sorghum_halepense,Sorghum_halepense,exisiting species in the megatree,1127
Sorghastrum_nutans,Sorghastrum_nutans,exisiting species in the megatree,1128
Saccharum_officinarum,Saccharum_officinarum,exisiting species in the megatree,1129
Schizachyrium_condensatum,Schizachyrium_condensatum,exisiting species in the megatree,1130
Schizachyrium_scoparium,Schizachyrium_scoparium,exisiting species in the megatree,1131
Hyparrhenia_hirta,Hyparrhenia_hirta,exisiting species in the megatree,1132
Andropogon_gerardi,Andropogon_gerardi,grafted at genus level,1133
Zea_mays,Zea_mays,exisiting species in the megatree,1134
Paspalum_dilatatum,Paspalum_dilatatum,exisiting species in the megatree,1135
Paspalum_urvillei,Paspalum_urvillei,exisiting species in the megatree,1136
Paspalum_notatum,Paspalum_notatum,exisiting species in the megatree,1137
Axonopus_fissifolius,Axonopus_fissifolius,exisiting species in the megatree,1138
Hymenachne_amplexicaulis,Hymenachne_amplexicaulis,exisiting species in the megatree,1139
Setaria_sphacelata,Setaria_sphacelata,exisiting species in the megatree,1140
Setaria_pumila,Setaria_pumila,exisiting species in the megatree,1141
Setaria_parviflora,Setaria_parviflora,exisiting species in the megatree,1142
Setaria_verticillata,Setaria_verticillata,exisiting species in the megatree,1143
Cenchrus_ciliaris,Cenchrus_ciliaris,exisiting species in the megatree,1144
Cenchrus_spinifex,Cenchrus_spinifex,exisiting species in the megatree,1145
Cenchrus_mezianus,Cenchrus_mezianus,grafted at genus level,1146
Panicum_dichotomiflorum,Panicum_dichotomiflorum,exisiting species in the megatree,1147
Panicum_capillare,Panicum_capillare,exisiting species in the megatree,1148
Panicum_repens,Panicum_repens,exisiting species in the megatree,1149
Panicum_virgatum,Panicum_virgatum,exisiting species in the megatree,1150
Melinis_repens,Melinis_repens,exisiting species in the megatree,1151
Melinis_minutiflora,Melinis_minutiflora,exisiting species in the megatree,1152
Dichanthelium_acuminatum,Dichanthelium_acuminatum,grafted at genus level,1153
Bouteloua_curtipendula,Bouteloua_curtipendula,exisiting species in the megatree,1154
Bouteloua_simplex,Bouteloua_simplex,grafted at genus level,1155
Bouteloua_gracilis,Bouteloua_gracilis,grafted at genus level,1156
Sporobolus_heterolepis,Sporobolus_heterolepis,exisiting species in the megatree,1157
Sporobolus_anglicus,Sporobolus_anglicus,exisiting species in the megatree,1158
Eragrostis_spectabilis,Eragrostis_spectabilis,exisiting species in the megatree,1159
Molinia_caerulea,Molinia_caerulea,exisiting species in the megatree,1160
Carex_nigra,Carex_nigra,exisiting species in the megatree,1161
Carex_elata,Carex_elata,exisiting species in the megatree,1162
Carex_flacca,Carex_flacca,exisiting species in the megatree,1163
Carex_comans,Carex_comans,exisiting species in the megatree,1164
Carex_pendula,Carex_pendula,exisiting species in the megatree,1165
Carex_scabrata,Carex_scabrata,grafted at genus level,1166
Carex_muskingumensis,Carex_muskingumensis,grafted at genus level,1167
Carex_frigida,Carex_frigida,grafted at genus level,1168
Bolboschoenus_fluviatilis,Bolboschoenus_fluviatilis,exisiting species in the megatree,1169
Luzula_sylvatica,Luzula_sylvatica,exisiting species in the megatree,1170
Luzula_nivea,Luzula_nivea,exisiting species in the megatree,1171
Wallisia_anceps,Wallisia_anceps,exisiting species in the megatree,1172
Tillandsia_duratii,Tillandsia_duratii,grafted at genus level,1173
Sparganium_erectum,Sparganium_erectum,exisiting species in the megatree,1174
Euterpe_edulis,Euterpe_edulis,grafted at genus level,1175
Euterpe_precatoria,Euterpe_precatoria,exisiting species in the megatree,1176
Euterpe_oleracea,Euterpe_oleracea,exisiting species in the megatree,1177
Normanbya_normanbyi,Normanbya_normanbyi,exisiting species in the megatree,1178
Pholidostachys_pulchra,Pholidostachys_pulchra,exisiting species in the megatree,1179
Welfia_regia,Welfia_regia,exisiting species in the megatree,1180
Bactris_gasipaes,Bactris_gasipaes,exisiting species in the megatree,1181
Astrocaryum_standleyanum,Astrocaryum_standleyanum,exisiting species in the megatree,1182
Attalea_butyracea,Attalea_butyracea,exisiting species in the megatree,1183
Socratea_exorrhiza,Socratea_exorrhiza,exisiting species in the megatree,1184
Iriartea_deltoidea,Iriartea_deltoidea,exisiting species in the megatree,1185
Cryosophila_warscewiczii,Cryosophila_warscewiczii,exisiting species in the megatree,1186
Chamaerops_humilis,Chamaerops_humilis,exisiting species in the megatree,1187
Heteranthera_reniformis,Heteranthera_reniformis,grafted at genus level,1188
Pontederia_cordata,Pontederia_cordata,exisiting species in the megatree,1189
Tradescantia_ohiensis,Tradescantia_ohiensis,exisiting species in the megatree,1190
Thalia_geniculata,Thalia_geniculata,exisiting species in the megatree,1191
Maianthemum_canadense,Maianthemum_canadense,exisiting species in the megatree,1192
Maianthemum_racemosum,Maianthemum_racemosum,exisiting species in the megatree,1193
Maianthemum_stellatum,Maianthemum_stellatum,exisiting species in the megatree,1194
Polygonatum_multiflorum,Polygonatum_multiflorum,exisiting species in the megatree,1195
Ruscus_aculeatus,Ruscus_aculeatus,exisiting species in the megatree,1196
Dracaena_braunii,Dracaena_braunii,exisiting species in the megatree,1197
Asparagus_officinalis,Asparagus_officinalis,exisiting species in the megatree,1198
Anthericum_ramosum,Anthericum_ramosum,exisiting species in the megatree,1199
Anthericum_liliago,Anthericum_liliago,exisiting species in the megatree,1200
Hosta_sieboldii,Hosta_sieboldii,grafted at genus level,1201
Muscari_botryoides,Muscari_botryoides,grafted at genus level,1202
Muscari_comosum,Muscari_comosum,grafted at genus level,1203
Muscari_neglectum,Muscari_neglectum,exisiting species in the megatree,1204
Scilla_bifolia,Scilla_bifolia,exisiting species in the megatree,1205
Hyacinthoides_non-scripta,Hyacinthoides_non-scripta,exisiting species in the megatree,1206
Hyacinthoides_hispanica,Hyacinthoides_hispanica,exisiting species in the megatree,1207
Scilla_siberica,Scilla_siberica,grafted at genus level,1208
Ornithogalum_umbellatum,Ornithogalum_umbellatum,exisiting species in the megatree,1209
Leucojum_vernum,Leucojum_vernum,exisiting species in the megatree,1210
Leucojum_aestivum,Leucojum_aestivum,exisiting species in the megatree,1211
Galanthus_nivalis,Galanthus_nivalis,exisiting species in the megatree,1212
