TPL_names,Standardized_names,invasion_status,TPL_Author,TPL_names.withAuthor,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,min_record_year_cvh,...21,resolved_match_type,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,keep,c_score,s_score,r_score,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,wcup_eco_use_num_2out,wcup_eco_use_status
Symphyotrichum novi-belgii,Symphyotrichum novi-belgii,1,(L.) G.L.Nesom,Symphyotrichum novi-belgii (L.) G.L.Nesom,Exact (with author),FALSE,1,0,3103597,Symphyotrichum novi-belgii,(L.) G.L.Nesom,Species,Accepted,NA,981864-1,3103597,0,14,NA,NA,Exact (with author),981864-1,Species,Accepted,Asteraceae,NA,Symphyotrichum,NA,novi-belgii,NA,NA,L.,G.L.Nesom,NA,Phytologia,77: 287,-1995,NA,E. Canada to NE. U.S.A.,perennial,temperate,Symphyotrichum novi-belgii,(L.) G.L.Nesom,3103597,3103575,NA,NA,3134007,981864-1,NA,N,Matched to an accepted name,37.75497793,26.02103732,36.22398475,0,1,0,0,0,0,0,1,0,0,2,2,1
Symphyotrichum pilosum,Symphyotrichum pilosum,2,(Willd.) G.L.Nesom,Symphyotrichum pilosum (Willd.) G.L.Nesom,Exact (with author),FALSE,1,0,3103724,Symphyotrichum pilosum,(Willd.) G.L.Nesom,Species,Accepted,NA,981879-1,3103724,0,18,NA,NA,Exact (with author),981879-1,Species,Accepted,Asteraceae,NA,Symphyotrichum,NA,pilosum,NA,NA,Willd.,G.L.Nesom,NA,Phytologia,77: 289,-1995,NA,E. Canada to NC. & E. U.S.A.,NA,temperate,Symphyotrichum pilosum,(Willd.) G.L.Nesom,3103724,3103263,NA,NA,3134007,981879-1,NA,N,Matched to an accepted name,21.41129113,36.09875454,42.48995433,0,1,0,0,0,0,0,0,0,0,1,1,1
Symphytum officinale,Symphytum officinale,2,L.,Symphytum officinale L.,Exact (with author),FALSE,1,0,2475636,Symphytum officinale,L.,Species,Accepted,NA,120815-1,2475636,0,2,1975,NA,Exact (with author),120815-1,Species,Accepted,Boraginaceae,NA,Symphytum,NA,officinale,NA,NA,NA,L.,NA,Sp. Pl.,: 136,-1753,NA,Europe to W. Siberia and NW. T??rkiye,perennial,temperate,Symphytum officinale,L.,2475636,NA,NA,NA,2473193,120815-1,NA,N,Matched to an accepted name,68.22230401,0,31.77769599,1,1,0,1,1,0,1,1,1,0,7,5,1
Syncarpia glomulifera,Syncarpia glomulifera,1,(Sm.) Nied.,Syncarpia glomulifera (Sm.) Nied.,Exact (with author),FALSE,1,0,198974,Syncarpia glomulifera,(Sm.) Nied.,Species,Accepted,NA,66734-3,198974,0,11,1934,NA,Exact (with author),66734-3,Species,Accepted,Myrtaceae,NA,Syncarpia,NA,glomulifera,NA,NA,Sm.,Nied.,H.G.A.Engler & K.A.E.Prantl,Nat. Pflanzenfam.,3(7): 88,-1893,NA,E. Australia,tree,seasonally dry tropical,Syncarpia glomulifera,(Sm.) Nied.,198974,126422,NA,NA,198973,66734-3,NA,Y,Matched to an accepted name,44.29506605,55.70493395,0,0,1,0,0,0,0,1,0,0,0,2,2,1
Syringa vulgaris,Syringa vulgaris,1,L.,Syringa vulgaris L.,Exact (with author),FALSE,1,0,356495,Syringa vulgaris,L.,Species,Accepted,NA,289009-2,356495,0,2,1905,NA,Exact (with author),289009-2,Species,Accepted,Oleaceae,NA,Syringa,NA,vulgaris,NA,NA,NA,L.,NA,Sp. Pl.,: 9,-1753,NA,C. Albania to NC. Romania,shrub or tree,temperate,Syringa vulgaris,L.,356495,NA,NA,NA,356526,289009-2,NA,Y,Matched to an accepted name,37.30528219,51.03230597,11.66241185,0,1,0,1,0,0,1,1,0,0,4,3,1
Syzygium malaccense,Syzygium malaccense,2,(L.) Merr. & L.M.Perry,Syzygium malaccense (L.) Merr. & L.M.Perry,Exact (with author),FALSE,1,0,199883,Syzygium malaccense,(L.) Merr. & L.M.Perry,Species,Accepted,NA,601907-1,199883,0,22,1928,NA,Exact (with author),601907-1,Species,Accepted,Myrtaceae,NA,Syzygium,NA,malaccense,NA,NA,L.,Merr. & L.M.Perry,NA,J. Arnold Arbor.,0.940972222,-1938,NA,Indo-China to Vanuatu,shrub or tree,wet tropical,Syzygium malaccense,(L.) Merr. & L.M.Perry,199883,75852,NA,NA,199154,601907-1,NA,Y,Matched to an accepted name,80.64705847,19.35294153,0,1,1,1,0,1,0,1,1,0,0,6,6,1
Tabebuia roseoalba,Tabebuia roseoalba,1,(Ridl.) Sandwith,Tabebuia roseoalba (Ridl.) Sandwith,Exact (with author),FALSE,1,0,319304,Tabebuia roseoalba,(Ridl.) Sandwith,Species,Accepted,NA,248789-2,319304,0,16,NA,NA,Exact (with author),248789-2,Species,Accepted,Bignoniaceae,NA,Tabebuia,NA,roseoalba,NA,NA,Ridl.,Sandwith,NA,Kew Bull.,0.789583333,(1954 publ. 1955),NA,Peru to Brazil and Paraguay,tree,seasonally dry tropical,Tabebuia roseoalba,(Ridl.) Sandwith,319304,319171,NA,NA,318511,248789-2,NA,Y,Matched to an accepted name,31.51772828,58.08227172,10.4,0,0,0,0,0,0,1,0,0,0,1,1,1
Tamarindus indica,Tamarindus indica,2,L.,Tamarindus indica L.,Exact (with author),FALSE,1,0,2444682,Tamarindus indica,L.,Species,Accepted,NA,520167-1,2444682,0,2,1919,NA,Exact (with author),520167-1,Species,Accepted,Fabaceae,NA,Tamarindus,NA,indica,NA,NA,NA,L.,NA,Sp. Pl.,: 34,-1753,NA,"Comoros, Madagascar",tree,seasonally dry tropical,Tamarindus indica,L.,2444682,NA,NA,NA,2444697,520167-1,NA,Y,Matched to an accepted name,3.772655991,68.73396462,27.49337938,1,1,1,1,1,1,1,1,1,1,10,8,1
Tanacetum bipinnatum,Tanacetum bipinnatum,1,(L.) Sch.Bip.,Tanacetum bipinnatum (L.) Sch.Bip.,Exact (without author),FALSE,1,0,3111489,Tanacetum bipinnatum,Sch.Bip.,Species,Accepted,NA,252247-1,3111489,5,8,NA,NA,Exact (without author),252247-1,Species,Accepted,Asteraceae,NA,Tanacetum,NA,bipinnatum,NA,NA,NA,Sch.Bip.,NA,Tanaceteen,: 48,-1844,NA,"E. Europe to Russian Far East, Subarctic America to N. & W. U.S.A.",perennial or rhizomatous geophyte,temperate,Tanacetum bipinnatum,Sch.Bip.,3111489,NA,NA,NA,3133920,252247-1,NA,N,Matched to an accepted name,53.634824,0,46.365176,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanacetum corymbosum,Tanacetum corymbosum,1,(L.) Sch.Bip.,Tanacetum corymbosum (L.) Sch.Bip.,Exact (with author),FALSE,1,0,3111570,Tanacetum corymbosum,(L.) Sch.Bip.,Species,Accepted,NA,252281-1,3111570,0,13,NA,NA,Exact (with author),252281-1,Species,Accepted,Asteraceae,NA,Tanacetum,NA,corymbosum,NA,NA,L.,Sch.Bip.,NA,Tanaceteen,: 57,-1844,NA,Europe to W. Siberia and N. T??rkiye,perennial or rhizomatous geophyte,temperate,Tanacetum corymbosum,(L.) Sch.Bip.,3111570,3111573,NA,NA,3133920,252281-1,NA,N,Matched to an accepted name,47.50434284,16.75432027,35.74633689,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanacetum parthenium,Tanacetum parthenium,1,(L.) Sch.Bip.,Tanacetum parthenium (L.) Sch.Bip.,Exact (with author),FALSE,1,0,2916972,Tanacetum parthenium,(L.) Sch.Bip.,Species,Accepted,NA,252460-1,2916972,0,13,2012,NA,Exact (with author),252460-1,Species,Accepted,Asteraceae,NA,Tanacetum,NA,parthenium,NA,NA,L.,Sch.Bip.,NA,Tanaceteen,: 55,-1844,NA,SE. Europe to C. Asia and W. Himalaya,biennial or perennial,temperate,Tanacetum parthenium,(L.) Sch.Bip.,2916972,2916973,NA,NA,3133920,252460-1,NA,N,Matched to an accepted name,45.96554377,4.3821138,49.65234243,0,1,0,0,1,0,1,1,0,0,4,4,1
Tapirira guianensis,Tapirira guianensis,1,Aubl.,Tapirira guianensis Aubl.,Exact (with author),FALSE,1,0,2436204,Tapirira guianensis,Aubl.,Species,Accepted,NA,71559-1,2436204,0,5,NA,NA,Exact (with author),71559-1,Species,Accepted,Anacardiaceae,NA,Tapirira,NA,guianensis,NA,NA,NA,Aubl.,NA,Hist. Pl. Guiane,: 470,-1775,NA,Mexico (Chiapas) to S. Trop. America and Trinidad,tree,wet tropical,Tapirira guianensis,Aubl.,2436204,NA,NA,NA,2436218,71559-1,NA,N,Matched to an accepted name,47.11310941,45.55215991,7.334730675,0,0,0,0,0,0,1,1,0,0,2,2,1
Taraxacum campylodes,Taraxacum campylodes,3,G.E.Haglund,Taraxacum campylodes G.E.Haglund,Exact (with author),FALSE,1,0,2916961,Taraxacum campylodes,G.E.Haglund,Species,Accepted,NA,252973-1,2916961,0,11,NA,NA,Exact (with author),252973-1,Species,Accepted,Asteraceae,NA,Taraxacum,NA,campylodes,NA,NA,NA,G.E.Haglund,NA,Nyt Mag. Naturvidensk.,86:56:00,-1948,NA,Norway to Sweden,perennial,temperate,Taraxacum campylodes,G.E.Haglund,2916961,NA,NA,NA,3134293,252973-1,NA,N,Matched to an accepted name,53.89759106,2.68598635,43.41642259,1,1,0,1,1,1,1,1,0,0,7,6,1
Taxus baccata,Taxus baccata,1,L.,Taxus baccata L.,Exact (with author),FALSE,1,0,378626,Taxus baccata,L.,Species,Accepted,NA,306036-2,378626,0,2,1910,NA,Exact (with author),306036-2,Species,Accepted,Taxaceae,NA,Taxus,NA,baccata,NA,NA,NA,L.,NA,Sp. Pl.,: 1040,-1753,NA,"Azores, Europe to N. Iran, NW. Africa",tree,temperate,Taxus baccata,L.,378626,NA,NA,NA,379359,306036-2,NA,Y,Matched to an accepted name,4.388627608,95.61137239,0,0,1,0,0,1,0,1,1,1,0,5,4,1
Tellima grandiflora,Tellima grandiflora,1,(Pursh) Douglas ex Lindl.,Tellima grandiflora (Pursh) Douglas ex Lindl.,Exact (with author),FALSE,1,0,2520992,Tellima grandiflora,(Pursh) Douglas ex Lindl.,Species,Accepted,NA,794860-1,2520992,0,25,NA,NA,Exact (with author),794860-1,Species,Accepted,Saxifragaceae,NA,Tellima,NA,grandiflora,NA,NA,Pursh,Douglas ex Lindl.,NA,Bot. Reg.,14: t. 1178,-1828,NA,Aleutian Is. to W. U.S.A.,perennial,temperate,Tellima grandiflora,(Pursh) Douglas ex Lindl.,2520992,2507080,NA,NA,2520999,794860-1,NA,N,Matched to an accepted name,48.74128083,12.00329895,39.25542023,0,0,0,0,0,0,0,1,0,0,1,1,1
Tephroseris integrifolia,Tephroseris integrifolia,1,(L.) Holub,Tephroseris integrifolia (L.) Holub,Exact (with author),FALSE,1,0,3077985,Tephroseris integrifolia,(L.) Holub,Species,Accepted,NA,255226-1,3077985,0,10,1905,NA,Exact (with author),255226-1,Species,Accepted,Asteraceae,NA,Tephroseris,NA,integrifolia,NA,NA,L.,Holub,NA,Folia Geobot. Phytotax.,0.453472222,-1973,NA,"Europe to Japan and N. Iran, Alaska",perennial or rhizomatous geophyte,temperate,Tephroseris integrifolia,(L.) Holub,3077985,3078001,NA,NA,3134231,255226-1,NA,N,Matched to an accepted name,21.43593529,52.09899257,26.46007213,0,0,0,0,0,0,0,1,0,0,1,1,1
Teucrium canadense,Teucrium canadense,1,L.,Teucrium canadense L.,Exact (with author),FALSE,1,0,202732,Teucrium canadense,L.,Species,Accepted,NA,30057247-2,202732,0,2,NA,NA,Exact (with author),30057247-2,Species,Accepted,Lamiaceae,NA,Teucrium,NA,canadense,NA,NA,NA,L.,NA,Sp. Pl.,: 564,-1753,NA,"Canada to N. Mexico, Honduras, Cuba",NA,temperate,Teucrium canadense,L.,202732,NA,NA,NA,202619,30057247-2,NA,Y,Matched to an accepted name,27.88384599,37.99741536,34.11873864,0,0,0,0,0,0,0,1,0,0,1,1,1
Teucrium chamaedrys,Teucrium chamaedrys,1,L.,Teucrium chamaedrys L.,Exact (with author),FALSE,1,0,202772,Teucrium chamaedrys,L.,Species,Accepted,NA,460310-1,202772,0,2,NA,NA,Exact (with author),460310-1,Species,Accepted,Lamiaceae,NA,Teucrium,NA,chamaedrys,NA,NA,NA,L.,NA,Sp. Pl.,: 565,-1753,NA,Europe to Iran,subshrub,temperate,Teucrium chamaedrys,L.,202772,NA,NA,NA,202619,460310-1,NA,Y,Matched to an accepted name,7.30737368,71.10299006,21.58963626,0,1,0,0,0,0,0,1,0,0,2,2,1
Thalia geniculata,Thalia geniculata,1,L.,Thalia geniculata L.,Exact (with author),FALSE,1,0,268132,Thalia geniculata,L.,Species,Accepted,NA,798255-1,268132,0,2,2015,NA,Exact (with author),798255-1,Species,Accepted,Marantaceae,NA,Thalia,NA,geniculata,NA,NA,NA,L.,NA,Sp. Pl.,: 1193,-1753,NA,"Trop. Africa, SE. U.S.A. to Trop. America",rhizomatous geophyte,wet tropical,Thalia geniculata,L.,268132,NA,NA,NA,268111,798255-1,NA,Y,Matched to an accepted name,34.46133894,4.693954001,60.84470706,1,1,0,1,1,0,1,1,1,1,8,6,1
Thalictrum aquilegiifolium,Thalictrum aquilegiifolium,1,L.,Thalictrum aquilegiifolium L.,Exact (with author),FALSE,1,0,2513374,Thalictrum aquilegiifolium,L.,Species,Accepted,NA,714234-1,2513374,0,2,1954,NA,Exact (with author),714234-1,Species,Accepted,Ranunculaceae,NA,Thalictrum,NA,aquilegiifolium,NA,NA,NA,L.,NA,Sp. Pl.,: 547,-1753,NA,Europe to C. Asia and W. T??rkiye,perennial,temperate,Thalictrum aquilegiifolium,L.,2513374,NA,NA,NA,2516490,714234-1,NA,N,Matched to an accepted name,68.86734229,9.745210991,21.38744672,0,1,0,0,0,0,0,1,0,0,2,2,1
Thalictrum flavum,Thalictrum flavum,1,L.,Thalictrum flavum L.,Exact (with author),FALSE,1,0,2512664,Thalictrum flavum,L.,Species,Accepted,NA,302852-2,2512664,0,2,1950,NA,Exact (with author),302852-2,Species,Accepted,Ranunculaceae,NA,Thalictrum,NA,flavum,NA,NA,NA,L.,NA,Sp. Pl.,: 546,-1753,NA,Europe to Siberia and T??rkiye,perennial,temperate,Thalictrum flavum,L.,2512664,NA,NA,NA,2516490,302852-2,NA,N,Matched to an accepted name,63.83605963,16.58063995,19.58330042,0,0,0,0,0,0,0,1,0,0,1,1,1
Thalictrum lucidum,Thalictrum lucidum,1,L.,Thalictrum lucidum L.,Exact (with author),FALSE,1,0,2512323,Thalictrum lucidum,L.,Species,Accepted,NA,714579-1,2512323,0,2,NA,NA,Exact (with author),714579-1,Species,Accepted,Ranunculaceae,NA,Thalictrum,NA,lucidum,NA,NA,NA,L.,NA,Sp. Pl.,: 546,-1753,NA,Europe to W. Siberia and T??rkiye,perennial,temperate,Thalictrum lucidum,L.,2512323,NA,NA,NA,2516490,714579-1,NA,N,Matched to an accepted name,62.8276517,30.46960676,6.702741539,0,0,0,0,0,0,0,1,0,0,1,1,1
Thalictrum minus,Thalictrum minus,1,L.,Thalictrum minus L.,Exact (with author),FALSE,1,0,2512463,Thalictrum minus,L.,Species,Accepted,NA,714633-1,2512463,0,2,1902,NA,Exact (with author),714633-1,Species,Accepted,Ranunculaceae,NA,Thalictrum,NA,minus,NA,NA,NA,L.,NA,Sp. Pl.,: 546,-1753,NA,"Temp. Eurasia, NW. Africa",perennial,temperate,Thalictrum minus,L.,2512463,NA,NA,NA,2516490,714633-1,NA,N,Matched to an accepted name,54.59485025,31.0661589,14.33899086,0,0,0,0,0,0,0,1,0,0,1,1,1
Theobroma cacao,Theobroma cacao,1,L.,Theobroma cacao L.,Exact (with author),FALSE,1,0,2519807,Theobroma cacao,L.,Species,Accepted,NA,320783-2,2519807,0,2,1956,NA,Exact (with author),320783-2,Species,Accepted,Malvaceae,NA,Theobroma,NA,cacao,NA,NA,NA,L.,NA,Sp. Pl.,: 782,-1753,NA,Costa Rica to S. Trop. America,tree,wet tropical,Theobroma cacao,L.,2519807,NA,NA,NA,2519778,320783-2,NA,N,Matched to an accepted name,58.28533521,28.97570868,12.7389561,1,1,0,1,1,0,1,1,1,1,8,6,1
Thevetia ahouai,Thevetia ahouai,1,(L.) A.DC.,Thevetia ahouai (L.) A.DC.,Exact (without author),FALSE,1,0,203878,Thevetia ahouai,(L.) Vahl,Species,Accepted,NA,82440-1,203878,5,5,NA,NA,Exact (without author),82440-1,Species,Accepted,Apocynaceae,NA,Thevetia,NA,ahouai,NA,NA,L.,Vahl,J.W.Hornemann,Hort. Bot. Hafn.,: 243,-1813,NA,"Mexico to Venezuela, Cuba",shrub or tree,wet tropical,Thevetia ahouai,(L.) Vahl,203878,37143,NA,NA,203877,82440-1,NA,Y,Matched to an accepted name,71.44327853,5.365324114,23.19639735,0,0,0,0,0,0,0,1,0,0,1,1,1
Thuja occidentalis,Thuja occidentalis,1,L.,Thuja occidentalis L.,Exact (with author),FALSE,1,0,378542,Thuja occidentalis,L.,Species,Accepted,NA,263956-1,378542,0,2,1930,NA,Exact (with author),263956-1,Species,Accepted,Cupressaceae,NA,Thuja,NA,occidentalis,NA,NA,NA,L.,NA,Sp. Pl.,: 1002,-1753,NA,C. & E. Canada to NC. & E. U.S.A.,tree,temperate,Thuja occidentalis,L.,378542,NA,NA,NA,377490,263956-1,NA,Y,Matched to an accepted name,0,100,0,0,1,0,0,0,0,1,1,0,0,3,3,1
Thymus mastichina,Thymus mastichina,1,(L.) L.,Thymus mastichina (L.) L.,Exact (with author),FALSE,1,0,205077,Thymus mastichina,(L.) L.,Species,Accepted,NA,461405-1,205077,0,7,NA,NA,Exact (with author),461405-1,Species,Accepted,Lamiaceae,NA,Thymus,NA,mastichina,NA,NA,L.,L.,NA,Sp. Pl. ed. 2.,: 827,-1763,NA,Iberian Pen.,subshrub,temperate,Thymus mastichina,(L.) L.,205077,185777,NA,NA,204357,461405-1,NA,Y,Matched to an accepted name,0.726029953,63.83729859,35.43667146,0,1,0,0,1,1,0,1,0,0,4,4,1
Thymus odoratissimus,Thymus odoratissimus,1,Mill.,Thymus odoratissimus Mill.,Exact (with author),FALSE,1,0,205185,Thymus odoratissimus,Mill.,Species,Accepted,NA,461478-1,205185,0,5,NA,NA,Exact (with author),461478-1,Species,Accepted,Lamiaceae,NA,Thymus,NA,odoratissimus,NA,NA,NA,Mill.,NA,Gard. Dict. ed. 8.,: n.?? 9,-1768,NA,C. & EC. Europe,subshrub,temperate,Thymus odoratissimus,Mill.,205185,NA,NA,NA,204357,461478-1,NA,Y,Matched to an accepted name,0.531142115,72.49376878,26.9750891,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymus praecox,Thymus praecox,1,Opiz,Thymus praecox Opiz,Exact (with author),FALSE,1,0,205262,Thymus praecox,Opiz,Species,Accepted,NA,461536-1,205262,0,4,NA,NA,Exact (with author),461536-1,Species,Accepted,Lamiaceae,NA,Thymus,NA,praecox,NA,NA,NA,Opiz,NA,Naturalientausch,6:40,-1824,NA,"Greenland, Europe to T??rkiye",subshrub,temperate,Thymus praecox,Opiz,205262,NA,NA,NA,204357,461536-1,NA,Y,Matched to an accepted name,0.177221385,72.12821207,27.69456654,0,0,0,0,0,0,0,1,0,0,1,1,1
Thymus pulegioides,Thymus pulegioides,1,L.,Thymus pulegioides L.,Exact (with author),FALSE,1,0,205310,Thymus pulegioides,L.,Species,Accepted,NA,461562-1,205310,0,2,NA,NA,Exact (with author),461562-1,Species,Accepted,Lamiaceae,NA,Thymus,NA,pulegioides,NA,NA,NA,L.,NA,Sp. Pl.,: 592,-1753,NA,Europe,subshrub,temperate,Thymus pulegioides,L.,205310,NA,NA,NA,204357,461562-1,NA,Y,Matched to an accepted name,0.079496239,76.82292833,23.09757543,0,0,0,0,0,0,1,1,0,0,2,2,1
Thymus serpyllum,Thymus serpyllum,1,L.,Thymus serpyllum L.,Exact (with author),FALSE,1,0,205442,Thymus serpyllum,L.,Species,Accepted,NA,30066276-2,205442,0,2,1905,NA,Exact (with author),30066276-2,Species,Accepted,Lamiaceae,NA,Thymus,NA,serpyllum,NA,NA,NA,L.,NA,Sp. Pl.,: 590,-1753,NA,Europe to Siberia,subshrub,temperate,Thymus serpyllum,L.,205442,NA,NA,NA,204357,30066276-2,NA,Y,Matched to an accepted name,0,72.41844389,27.58155611,0,1,0,0,0,0,1,1,0,0,3,3,1
Thymus vulgaris,Thymus vulgaris,1,L.,Thymus vulgaris L.,Exact (with author),FALSE,1,0,205645,Thymus vulgaris,L.,Species,Accepted,NA,461765-1,205645,0,2,1926,NA,Exact (with author),461765-1,Species,Accepted,Lamiaceae,NA,Thymus,NA,vulgaris,NA,NA,NA,L.,NA,Sp. Pl.,: 591,-1753,NA,"SW. Europe, SE. Italy",subshrub,temperate,Thymus vulgaris,L.,205645,NA,NA,NA,204357,461765-1,NA,Y,Matched to an accepted name,0,93.895,6.105,0,1,0,0,1,0,1,1,1,0,5,4,1
Tiarella cordifolia,Tiarella cordifolia,1,L.,Tiarella cordifolia L.,Exact (with author),FALSE,1,0,2520956,Tiarella cordifolia,L.,Species,Accepted,NA,30175905-2,2520956,0,2,1957,NA,Exact (with author),30175905-2,Species,Accepted,Saxifragaceae,NA,Tiarella,NA,cordifolia,NA,NA,NA,L.,NA,Sp. Pl.,: 405,-1753,NA,Maryland to NE. Georgia,perennial,temperate,Tiarella cordifolia,L.,2520956,NA,NA,NA,2520962,30175905-2,NA,N,Matched to an accepted name,33.50943009,16.85219807,49.63837184,0,0,0,0,0,0,0,1,0,0,1,1,1
Tilia americana,Tilia americana,1,L.,Tilia americana L.,Exact (with author),FALSE,1,0,2518218,Tilia americana,L.,Species,Accepted,NA,286108-2,2518218,0,2,1959,NA,Exact (with author),286108-2,Species,Accepted,Malvaceae,NA,Tilia,NA,americana,NA,NA,NA,L.,NA,Sp. Pl.,: 514,-1753,NA,C. & E. Canada to Mexico,tree,temperate,Tilia americana,L.,2518218,NA,NA,NA,2518358,286108-2,NA,N,Matched to an accepted name,50.10134698,23.90554439,25.99310863,0,1,0,0,0,1,1,1,0,0,4,4,1
Tilia cordata,Tilia cordata,1,Mill.,Tilia cordata Mill.,Exact (with author),FALSE,1,0,2518181,Tilia cordata,Mill.,Species,Accepted,NA,835277-1,2518181,0,5,1919,NA,Exact (with author),835277-1,Species,Accepted,Malvaceae,NA,Tilia,NA,cordata,NA,NA,NA,Mill.,NA,Gard. Dict. ed. 8.,: n.?? 1,-1768,NA,Europe to C. Siberia and N. Iran,tree,temperate,Tilia cordata,Mill.,2518181,NA,NA,NA,2518358,835277-1,NA,N,Matched to an accepted name,37.69518416,43.67331622,18.63149962,0,1,1,1,0,1,1,1,0,0,6,5,1
Tilia platyphyllos,Tilia platyphyllos,1,Scop.,Tilia platyphyllos Scop.,Exact (with author),FALSE,1,0,2517523,Tilia platyphyllos,Scop.,Species,Accepted,NA,332109-2,2517523,0,5,1930,NA,Exact (with author),332109-2,Species,Accepted,Malvaceae,NA,Tilia,NA,platyphyllos,NA,NA,NA,Scop.,NA,Fl. Carniol.,", ed. 2, 1: 373",-1771,NA,Europe to N. Iran,tree,temperate,Tilia platyphyllos,Scop.,2517523,NA,NA,NA,2518358,332109-2,NA,N,Matched to an accepted name,51.15123137,17.10421741,31.74955122,0,1,0,1,0,0,1,1,0,0,4,3,1
Tillandsia anceps,Tillandsia anceps,1,Lodd.,Tillandsia anceps Lodd.,Exact (without author),FALSE,1,0,268545,Tillandsia anceps,G.Lodd.,Species,Synonym,TRUE,124818-1,522516,2,5,NA,NA,Exact (without author),77158959-1,Species,Accepted,Bromeliaceae,NA,Wallisia,NA,anceps,NA,NA,G.Lodd.,Barfuss & W.Till,NA,Phytotaxa,279:47:00,-2016,NA,"C. & S. Trop. America, Trinidad",perennial,wet tropical,Wallisia anceps,(G.Lodd.) Barfuss & W.Till,522516,268545,NA,NA,272255,77158959-1,NA,Y,Matched to an accepted name,53.35763826,14.1695866,32.47277514,0,0,0,0,0,0,0,0,0,0,0,0,0
Tillandsia duratii,Tillandsia duratii,1,Vis.,Tillandsia duratii Vis.,Exact (with author),FALSE,1,0,268917,Tillandsia duratii,Vis.,Species,Accepted,NA,125086-1,268917,0,4,NA,NA,Exact (with author),125086-1,Species,Accepted,Bromeliaceae,NA,Tillandsia,NA,duratii,NA,NA,NA,Vis.,NA,Nuovi Saggi Imp. Regia Accad. Sci. Padova,0.396527778,-1841,NA,Bolivia to Uruguay,epiphyte,subtropical,Tillandsia duratii,Vis.,268917,NA,NA,NA,268500,125086-1,NA,Y,Matched to an accepted name,20.90343458,79.09656542,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Tofieldia calyculata,Tofieldia calyculata,1,(L.) Wahlenb.,Tofieldia calyculata (L.) Wahlenb.,Exact (with author),FALSE,1,0,290267,Tofieldia calyculata,(L.) Wahlenb.,Species,Accepted,NA,542255-1,290267,0,13,NA,NA,Exact (with author),542255-1,Species,Accepted,Tofieldiaceae,NA,Tofieldia,NA,calyculata,NA,NA,L.,Wahlenb.,NA,Fl. Lapp.,: 90,-1812,NA,Gotland to Pyrenees and NC. Ukraine,rhizomatous geophyte,temperate,Tofieldia calyculata,(L.) Wahlenb.,290267,299280,NA,NA,289411,542255-1,NA,Y,Matched to an accepted name,17.07936669,63.89063331,19.035,0,1,0,0,0,0,0,0,0,0,1,1,1
Tradescantia ohiensis,Tradescantia ohiensis,1,Raf.,Tradescantia ohiensis Raf.,Exact (with author),FALSE,1,0,270385,Tradescantia ohiensis,Raf.,Species,Accepted,NA,173408-1,270385,0,4,NA,NA,Exact (with author),173408-1,Species,Accepted,Commelinaceae,NA,Tradescantia,NA,ohiensis,NA,NA,NA,Raf.,NA,Pr??cis D??couv. Somiol.,: 45,-1814,NA,Ontario to C. & E. U.S.A.,perennial,temperate,Tradescantia ohiensis,Raf.,270385,NA,NA,NA,270160,173408-1,NA,Y,Matched to an accepted name,53.23651878,0,46.76348122,0,1,0,0,0,0,0,0,0,0,1,1,1
Tragopogon porrifolius,Tragopogon porrifolius,2,L.,Tragopogon porrifolius L.,Exact (with author),FALSE,1,0,3075339,Tragopogon porrifolius,L.,Species,Accepted,NA,256109-1,3075339,0,2,1922,NA,Exact (with author),256109-1,Species,Accepted,Asteraceae,NA,Tragopogon,NA,porrifolius,NA,NA,NA,L.,NA,Sp. Pl.,: 789,-1753,NA,"Canary Is., Europe to Medit., Arabian Pen.",biennial,temperate,Tragopogon porrifolius,L.,3075339,NA,NA,NA,3134280,256109-1,NA,N,Matched to an accepted name,41.41325458,5.7,52.88674542,0,1,0,0,1,0,0,1,0,0,3,3,1
